tweet,label,processed
pelayanan cukup baik . minuman agar selalu menggunakan bahan / buah-buahan yang masih baik dan layak untuk dikonsumsi . pastikan kelengkapan cashier semuanya berfungsi dengan baik . bagus lucu,positive,"['pelayanan', 'minuman', 'bahan', 'buahbuahan', 'layak', 'dikonsumsi', 'pastikan', 'kelengkapan', 'cashier', 'berfungsi', 'bagus', 'lucu']"
"pelayanan cukup cepat , makanan enak . suasana nya bikin betah seperti makan di daerah pedesaan . hanya di pintu depan perlu diatur supaya tidak saling serobot mendapatkan tempat duduk .",positive,"['pelayanan', 'cepat', 'makanan', 'enak', 'suasana', 'betah', 'makan', 'daerah', 'pedesaan', 'pintu', 'diatur', 'tidak', 'serobot', 'duduk']"
"letak nya ada foodcourt bandung indah plaza di lantai paling atas . ini merupakan cabang dari dapur pasta yang ada di kota baru parahyangan . di sini ditawarkan berbagai macam olahan pasta . ada thai seafood spaghetti yang isi utama nya cumi , udang dan chili ponju sauce dilengkapi dengan paprika merah , paprika hijau , bawang bombay ; fettucini carbonara yang rasanya lembut , lalu ada spaghetti bolognaise , spaghetti meat .",positive,"['letak', 'foodcourt', 'bandung', 'indah', 'plaza', 'lantai', 'cabang', 'dapur', 'pasta', 'kota', 'parahyangan', 'ditawarkan', 'olahan', 'pasta', 'thai', 'seafood', 'spaghetti', 'isi', 'utama', 'cumi', 'udang', 'chili', 'ponju', 'sauce', 'dilengkapi', 'paprika', 'merah', 'paprika', 'hijau', 'bawang', 'bombay', 'fettucini', 'carbonara', 'lembut', 'spaghetti', 'bolognaise', 'spaghetti', 'meat']"
"masuk ke kopitiam oey ini terasa seperti berada di era zaman dulu . nuansa nya cocok untuk nongkrong dan foto-foto . tidak cuma makanan saja yang dapat dinikmati , tapi juga suasana nya karena desain restoran yang unik .",positive,"['masuk', 'kopitiam', 'oey', 'era', 'zaman', 'nuansa', 'cocok', 'nongkrong', 'fotofoto', 'tidak', 'makanan', 'dinikmati', 'suasana', 'desain', 'restoran', 'unik']"
"order lambrusco wine dari italia . pilihan wine di sini lengkap banget dari lokal wine sampai premium juga ada . rasanya manis wine pas banget sama suasana hotel yang adem . staf yang ramah pelayanan nya mulai dari mas reza , richard , faisal yang server kita dari awal . pas datang disambut gro mbak diah dan eca . pemandangan hijau hijau dan suasana adem .",positive,"['order', 'lambrusco', 'wine', 'italia', 'pilihan', 'wine', 'lengkap', 'banget', 'lokal', 'wine', 'premium', 'manis', 'wine', 'pas', 'banget', 'suasana', 'hotel', 'adem', 'staf', 'ramah', 'pelayanan', 'mas', 'reza', 'richard', 'faisal', 'server', 'pas', 'disambut', 'gro', 'mbak-mbak', 'diah', 'eca', 'pemandangan', 'hijau', 'hijau', 'suasana', 'adem']"
sangat cocok untuk bersantap bersama keluarga menikmati hidangan yang lezat sambil mengobrol melepas penat setelah seharian beraktivitas pokok nya teh terbaik deh,positive,"['cocok', 'bersantap', 'keluarga', 'menikmati', 'hidangan', 'lezat', 'mengobrol', 'melepas', 'penat', 'seharian', 'beraktivitas', 'pokok', 'teh', 'terbaik', 'deh']"
"hahaha dasar tolol , semua orang yang anti rizki lu anggap tionghoa ? hahaha dasar goblok lu",negative,"['hahaha', 'dasar', 'tolol', 'orang-orang', 'anti', 'rizki', 'lu', 'anggap', 'tionghoa', 'hahaha', 'dasar', 'goblok', 'lu']"
resto yang tempat nya masuk ke gang ini sangat rekomendasi ini resto wajib yang harus kita ku njungi sekeluarga kalau kita ke bandung yang yang murah makanan nya enak banget ayam goreng menggunakan areng sangat cocok untuk keluarga,positive,"['resto', 'masuk', 'gang', 'rekomendasi', 'resto', 'wajib', 'ku', 'njungi', 'sekeluarga', 'bandung', 'murah', 'makanan', 'enak', 'banget', 'ayam', 'goreng', 'areng', 'cocok', 'keluarga']"
soal uan sekarang lebih sulit daripada tahun kemarin,negative,"['uan', 'sulit', 'tahun-tahun', 'kemarin']"
"sby dan kawan-kawan ribut melulu mau dijatuhkan , kepalang tanggung ayo jatuhkan saja . penakut !",negative,"['surabaya', 'kawankawan', 'ribut', 'melulu', 'dijatuhkan', 'kepalang', 'tanggung', 'ayo', 'jatuhkan', 'penakut']"
"national chain yang mempunyai banyak cabang , untuk suki banyak pilihan daging dan bakso disertai dengan 2 kuah sup yaitu ayam dan tom yum selain suki ada barberque dengan bumbu gurih dan enak",positive,"['national', 'chain', 'cabang', 'suki', 'pilihan', 'daging', 'bakso', 'disertai', 'kuah', 'sup', 'ayam', 'tom', 'yum', 'suki', 'barberque', 'bumbu', 'gurih', 'enak']"
"ustad felix apa tidak malu , maka dari itu jangan kepedean kalau jadi orang , tahu diri kenapa tad ?!",negative,"['ustad', 'felix', 'apa-apa', 'tidak', 'malu', 'jangan-jangan', 'kepedean', 'orang-orang', 'tad']"
ara beri ruang deng ical agar bisa diusung demokrat,neutral,"['ara', 'ruang', 'deng', 'ical', 'diusung', 'demokrat']"
"tempat makan yang satu ini sungguh unik dan masih kental dengan nuansa tempo dulu . piring dan gelas sengaja menggunakan perabot yang terbuat dari besi yang sudah jarang kita temui di era sekarang ini . makanan yang disuguhkan juga bervariasi mulai dari nasi liwet , nasi merah , dll. untuk lauk , sudah diberikan banyak pilihan yang menggoda selera , mulai dari daging , ayam , aneka seafood .",positive,"['makan', 'sungguh', 'unik', 'kental', 'nuansa', 'tempo', 'piring', 'gelas', 'sengaja', 'perabot', 'terbuat', 'besi', 'jarang', 'temui', 'era', 'makanan', 'disuguhkan', 'bervariasi', 'nasi', 'liwet', 'nasi', 'merah', 'dll', 'lauk', 'pilihan', 'menggoda', 'selera', 'daging', 'ayam', 'aneka', 'seafood']"
"kualitas lounge di t3u ap2 amat mengecewakan . jauh dari eskalator , melalui lorong-lorong kotor . desain sempit memanjang .",negative,"['kualitas', 'lounge', 'mengecewakan', 'eskalator', 'loronglorong', 'kotor', 'desain', 'sempit', 'memanjang']"
bulukan aja lo dirumah . kok pada lama-lama sih telkom sebulan libur,negative,"['bulukan', 'lo', 'dirumah', 'lamalama', 'telkom', 'sebulan', 'libur']"
"tempat di restaurant kampung daun ini sangat unik , dengan saung-saung dan jalan menuju saung nya berbukit . makan juga enak dan beragam tapi harga nya agak mahal dari standar restauran biasa mungkin karena tempat nya yang unik .",positive,"['restaurant', 'kampung', 'daun', 'unik', 'saungsaung', 'jalan', 'saung', 'berbukit', 'makan', 'enak', 'beragam', 'harga', 'mahal', 'standar', 'restauran', 'unik']"
"favorit saya dari dulu selalu ribs barbeque di suis butcher , potongan daging nya lembut , tidak susah dipotong . bumbu barbeque - nya menyerap hingga ke bagian dalam daging , dengan sedikit tetesan tabasco rasa ribs barbeque ini sempurna . sebagai hidangan pembuka , salad buah dan salad sayuran di sini enak , buah dan sayuran nya segar , thousand island - nya enak juga . disediakan air putih secara gratis jika tidak mau memesan .",positive,"['favorit', 'ribs', 'barbeque', 'suis', 'butcher', 'potongan', 'daging', 'lembut', 'tidak', 'susah', 'dipotong', 'bumbu', 'barbeque', 'menyerap', 'daging', 'tetesan', 'tabasco', 'ribs', 'barbeque', 'sempurna', 'hidangan', 'pembuka', 'salad', 'buah', 'salad', 'sayuran', 'enak', 'buah', 'sayuran', 'segar', 'thousand', 'island', 'enak', 'disediakan', 'air', 'putih', 'gratis', 'tidak', 'memesan']"
"suasana yang alami , udara segar , makanan nya lumayan enak , pelayanan nya agak lama . tapi it s okelah . terbayar dengan suasana yang indah .",positive,"['suasana', 'alami', 'udara', 'segar', 'makanan', 'lumayan', 'enak', 'pelayanan', 'okelah', 'terbayar', 'suasana', 'indah']"
jokowi sayang sekali sama cucu nya,positive,"['jokowi', 'sayang', 'cucu']"
"memang ya sepertinya aku tidak ditakdirkan nikmatin indomie goreng , padahal cuma menebus mi nya lho . bisa-bisa nya berlebihan - cooked . grinningfacewithsweat",negative,"['tidak', 'ditakdirkan', 'menikmati', 'indomie', 'goreng', 'menebus', 'mi', 'lho', 'bisabisa', 'cooked', 'grinningfacewithsweat']"
"mi rica nya enak , apalagi pakai babi , jarang-jarang . bakso udang goreng nya juga enak . buka tiap hari , tapi awas ada jam istirahat tutup nya dari jam setengah 3 sampai setengah 5 kalau tidak salah . pokok nya top dah .",positive,"['mi', 'rica', 'enak', 'pakai', 'babi', 'jarangjarang', 'bakso', 'udang', 'goreng', 'enak', 'buka', 'awas', 'jam', 'istirahat', 'tutup', 'jam', 'tidak', 'salah', 'pokok', 'top', 'deh']"
"lelah dalam perjalanana yang lumayan jauh dari kota bandung terbayar dengan suasana dan lezatnta hidangan , disempurnakan dengan pelayanan yang ramah serta cepat dari pramusaji . jangan lupa pilih desert buah stroberi segar di hidangkan dengan susu coklat , anda akanketagihan . nasi liwet komplet sebagai menu utama layak anda coba . harga bersahabat dibandingkan dengan restauran sejenis di bandung .",positive,"['lelah', 'perjalanana', 'lumayan', 'kota', 'bandung', 'terbayar', 'suasana', 'lezatnta', 'hidangan', 'disempurnakan', 'pelayanan', 'ramah', 'cepat', 'pramusaji', 'jangan-jangan', 'lupa', 'pilih', 'desert', 'buah', 'stroberi', 'segar', 'hidangkan', 'susu', 'coklat', 'akanketagihan', 'nasi', 'liwet', 'komplet', 'menu', 'utama', 'layak', 'coba', 'harga', 'bersahabat', 'dibandingkan', 'restauran', 'sejenis', 'bandung']"
"saya dan anak cucu mampir di braga art. saya pesan ayam kaleyo . anak saya pesan nasi goreng . pelayanan baik dan cepat . makan enak . desain di lantai 1 cukup unik . seperti di klaton . meja dan kursi serba kuno , unik .",positive,"['anak-anak', 'cucu', 'mampir', 'braga', 'art', 'pesan', 'ayam', 'kaleyo', 'anak-anak', 'pesan', 'nasi', 'goreng', 'pelayanan', 'cepat', 'makan', 'enak', 'desain', 'lantai', 'unik', 'klaton', 'meja', 'kursi', 'serba', 'kuno', 'unik']"
hampir semua musala di stasiun jalur ke bogor kondisi nya juga terlalu sempit dan fasilitas wudhu yang kurang . bahkan sekelas stasiun besar bogor .,negative,"['musala', 'stasiun', 'jalur', 'bogor', 'kondisi', 'sempit', 'fasilitas', 'wudhu', 'sekelas', 'stasiun', 'besar-besar', 'bogor']"
"direkomendasikan menu : kepiting saus tiram , kangkung cah dan ayam jahe . mantap . masakanny oke dengan porsi yang pas tidak terlalu banyak juga tidak terlalu sedikit . penyajian masakan nya tidak memakan waktu yang terlalu lama . pelayan nya pun ramah dan sopan . atmosphere nya masih kurang karena bangunan lama tapi untuk makanan mah top deh . pokok nya yang datang ke bandung harus coba makan ini .",positive,"['direkomendasikan', 'menu', 'kepiting', 'saus', 'tiram', 'kangkung', 'cah', 'ayam', 'jahe', 'mantap', 'masakanny', 'oke', 'porsi', 'pas', 'tidak', 'tidak', 'penyajian', 'masakan', 'tidak', 'memakan', 'pelayan', 'ramah', 'sopan', 'atmosphere', 'bangunan', 'makanan', 'mah', 'top', 'deh', 'pokok', 'bandung', 'coba', 'makan']"
"memasuki resto sagoo kita disuguhi interior antik , pernak pernik jadul mengingatkan kita akan barang barang lama di dapur zaman dulu . makanan yang ditawarkan juga khas peranakan zaman dulu , harga , dan rasa sebanding biasa-biasa saja alias standar tidak ada yang istimewa , penampilan ruang dan penyajian juga sangat biasa .",negative,"['memasuki', 'resto', 'sagoo', 'disuguhi', 'interior', 'antik', 'pernak', 'pernik', 'jadul', 'barang', 'barang', 'dapur', 'zaman', 'makanan', 'ditawarkan', 'khas', 'peranakan', 'zaman', 'harga', 'sebanding', 'biasabiasa', 'alias', 'standar', 'tidak', 'istimewa', 'penampilan', 'ruang', 'penyajian']"
enak banget sate kambing nya ketagihan,positive,"['enak', 'banget', 'sate', 'kambing', 'ketagihan']"
asus kok makin hari makin mahal ya .,negative,"['asus', 'mahal']"
"mie nya enak dengan daging cincang yang lembut . sayang kadang kalau lagi penuh , menunggu mengantar nya cukup lama . tapi sepadan sih dengan rasa yang didapatkan .",positive,"['mie', 'enak', 'daging', 'cincang', 'lembut', 'sayang', 'kadang', 'penuh', 'menunggu', 'mengantar', 'sepadan', 'didapatkan']"
"ahok dapat remisi , fpi : kami melihat ada ketidakadilan",neutral,"['ahok', 'remisi', 'fpi', 'ketidakadilan']"
"area restoran ini lumayan luas dengan parkir yang cukup , pemandangan bagus , namun makanan yang disajikan tidak sebanding dengan harga . saya coba makan rawon , tapi lidah saya tidak merasakan sensasi rasa yang diharapkan .",negative,"['area', 'restoran', 'lumayan', 'luas', 'parkir', 'pemandangan', 'bagus', 'makanan', 'disajikan', 'tidak', 'sebanding', 'harga', 'coba', 'makan', 'rawon', 'lidah', 'tidak', 'merasakan', 'sensasi', 'diharapkan']"
"tempat nya pas sekali di braga , sesuai dengan tema yang diusung , pelayanan nya ramah , dan cekatan sekali , dan makanan minuman nya harga nya sangat bersahabat . teh tarik nya sangat kental dan enak , dan kopin nya bikin tidak bisa tidur , sesuai dengan nasehat nya di menu . tempat ini rekomendasi untuk tempat santai selagi menikmati sejarah di jalan braga .",positive,"['pas', 'braga', 'sesuai', 'tema', 'diusung', 'pelayanan', 'ramah', 'cekatan', 'makanan', 'minuman', 'harga', 'bersahabat', 'teh', 'tarik', 'kental', 'enak', 'kopin', 'tidak', 'tidur', 'sesuai', 'nasehat', 'menu', 'rekomendasi', 'santai', 'selagi', 'menikmati', 'sejarah', 'jalan', 'braga']"
kfc dago untuk yang sedang mengalami kemacetan bolehlah mampir ke kfc dago untuk mengisi perut anda dengan amenu ayam kentucky nya nasi sup cream tergantung selera . dan tempat nya strategis .,positive,"['kfc', 'dago', 'mengalami', 'kemacetan', 'mampir', 'kfc', 'dago', 'mengisi', 'perut', 'amenu', 'ayam', 'kentucky', 'nasi', 'sup', 'cream', 'tergantung', 'selera', 'strategis']"
resto ini mempunyai konsep natural dengan keindahan alam yang sangat sejuk dan hijau . memasuki kawasan ini seperti kita berada di dalam forest yang sangat bagus . saya dan istri sangat senang dengan wisata alam kampung daun ini . makan siang di saung-saung yang dilengkap dengan bantal dan guling serta suasana yang mendukung sejuk dan enak di mata karena hijau nya daun-daun membuat menyegarkan mata .,positive,"['resto', 'konsep', 'natural', 'keindahan', 'alam', 'sejuk', 'hijau', 'memasuki', 'kawasan', 'forest', 'bagus', 'istri', 'senang', 'wisata', 'alam', 'kampung', 'daun', 'makan', 'siang', 'saungsaung', 'dilengkap', 'bantal', 'guling', 'suasana', 'mendukung', 'sejuk', 'enak', 'mata', 'hijau', 'daundaun', 'menyegarkan', 'mata']"
100 million b.c. dirilis sebagai jurrasic commando di perancis adalah film aksi tahun 2008 oleh the asylum .,neutral,"['million', 'baca', 'dirilis', 'jurrasic', 'commando', 'perancis', 'film', 'aksi', 'tahun-tahun', 'the', 'asylum']"
"masakan sunda . dengan berbagai macam pilihan lauk . rasa lumayan enak . harga relatif terjangkau untuk ukuran restoran . namun untuk kebersihan masih kurang . di sana juga dijual kue balok , yaitu sejenis kue bolu yang dimasak dengan menggunakan arang .",positive,"['masakan', 'sunda', 'pilihan', 'lauk', 'lumayan', 'enak', 'harga', 'relatif', 'terjangkau', 'ukuran', 'restoran', 'kebersihan', 'dijual', 'kue', 'balok', 'sejenis', 'kue', 'bolu', 'dimasak', 'arang']"
gojek sudah berusaha adil untuk driver nya masalah cancel order eh malah dimanfaatkan oleh driver-driver tidak bertanggung - jawab .,positive,"['gojek', 'berusaha', 'adil', 'driver', 'cancel', 'order', 'eh', 'dimanfaatkan', 'driverdriver', 'tidak', 'bertanggung']"
"gudeg nya enak , kerasa cita rasa jogja yang disesuaikan dengan lidah bandung . tempat nya strategis untuk makan-makan bersama keluarga",positive,"['gudeg', 'enak', 'kerasa', 'cita', 'jogja', 'disesuaikan', 'lidah', 'bandung', 'strategis', 'makanmakan', 'keluarga']"
mengapa kalian tidak pernah mempertanyakan keislaman seorang prabowo subianto yang sudah jelas ibu nya beragama kristen protestan ?,negative,"['tidak', 'keislaman', 'prabowo', 'subianto', 'jelas-jelas', 'beragama', 'kristen', 'protestan']"
"suasana adem , asri bikin betah berlama-lama di sana . angin nya enak banget buat bersantai sampai seusai makan duduk di sofa restaurant nya saya terlelap tidup beberapa menit sambil memandang danau kecil yang indah . bunga-bunga ditaman dengan sungai buatan nya pun membuat tidak mau beranjak dari sana .",positive,"['suasana', 'adem', 'asri', 'betah', 'berlamalama', 'angin', 'enak', 'banget', 'bersantai', 'makan', 'duduk', 'sofa', 'restaurant', 'terlelap', 'tidup', 'menit', 'memandang', 'danau', 'kecil-kecil', 'indah', 'bungabunga', 'ditaman', 'sungai', 'buatan', 'tidak', 'beranjak']"
makanan nya lumayan enak . ada makanan barat maupun indonesia . pilihan menu nya banyak . onion ring - nya renyah . sandwich nya juga enak .,positive,"['makanan', 'lumayan', 'enak', 'makanan', 'barat', 'indonesia', 'pilihan', 'menu', 'onion', 'ring', 'renyah', 'sandwich', 'enak']"
tidak sulit,positive,"['tidak', 'sulit']"
"saya ke sini bersama rombongan teman dan tertarik karena kata nya pemandangan nya bagus . setelah menyaksikan sendiri , saya setuju dengan pemandangan bagus yang ditawarkan kafe ini . namun harus memilih tempat area non smoking untuk menikmti pemandangan yang bagus . saya memesan tenderloin steak dengan daging yang lembut disajikan dengan fried potato dan saus mushroom . namun rasanya tidak terlalu istimewa jika dibandingkan harga nya yang lumayan mahal .",negative,"['rombongan', 'teman', 'tertarik', 'kata-kata', 'pemandangan', 'bagus', 'menyaksikan', 'setuju', 'pemandangan', 'bagus', 'ditawarkan', 'kafe', 'memilih', 'area', 'non', 'smoking', 'menikmti', 'pemandangan', 'bagus', 'memesan', 'tenderloin', 'steak', 'daging', 'lembut', 'disajikan', 'fried', 'potato', 'saus', 'mushroom', 'tidak', 'istimewa', 'dibandingkan', 'harga', 'lumayan', 'mahal']"
zaman pak sby penanganan cyber masih tersebar di tiap institusi negara karena saat itu badan cyber nasional masih dalam tahap perancangan bahkan pemerintah mengirim tim kecil untuk mempelajari badan cyber bentukan negara lain .,neutral,"['zaman', 'surabaya', 'penanganan', 'cyber', 'tersebar', 'institusi', 'negara', 'badan', 'cyber', 'nasional', 'tahap', 'perancangan', 'pemerintah', 'mengirim', 'tim', 'kecil-kecil', 'mempelajari', 'badan', 'cyber', 'bentukan', 'negara']"
"sudah hampir 5 tahun , itu si ganjar mengapaen saja sih ? kok bisa banjir begini ?",negative,"['tahun-tahun', 'ganjar', 'mengapaen', 'banjir']"
"saya suka dengan desain kafe ini seperti di dalam rumah dengan berbagai pernak pernik interior , untuk makanan standar , boleh dicoba nasi butter salmon cukup enak",positive,"['suka', 'desain', 'kafe', 'rumah', 'pernak', 'pernik', 'interior', 'makanan', 'standar', 'dicoba', 'nasi', 'butter', 'salmon', 'enak']"
siapa lagi dalang nya ? ya jelas tikus got yang itu-itu aja bro .,negative,"['dalang', 'jelas-jelas', 'tikus', 'got', 'ituitu', 'bro']"
"betuuuul , aku pakai jakarta inspired lipcream cantik sekali dan longlasting , masih worth untuk harga di bawah 100k .",positive,"['betuuuul', 'pakai', 'jakarta', 'inspired', 'lipcream', 'cantik', 'longlasting', 'worth', 'harga']"
ini adalah salah satu pilihan juga untuk sarapan ketika di kota bandung . suasana bandung yang dingin sangat cocok untuk menyantap panas nya mie kocok kaki sapi ditambah dengan kerupuk . sangat lezat . patut untuk dicoba ketika anda liburan ke kota bandung .,positive,"['salah', 'pilihan', 'sarapan', 'kota', 'bandung', 'suasana', 'bandung', 'dingin-dingin', 'cocok', 'menyantap', 'panas', 'mie', 'kocok', 'kaki', 'sapi', 'ditambah', 'kerupuk', 'lezat', 'patut', 'dicoba', 'liburan', 'kota', 'bandung']"
"mu caffe dan bar di paris van java . kafe ini selalu menayangkan film-film kamu dan sepak bola , kadang-kadang suara nya keras , saya dan teman ngobrol santai-santai saja di sana .",positive,"['mu', 'caffe', 'bar', 'paris', 'van', 'java', 'kafe', 'menayangkan', 'filmfilm', 'sepak', 'bola', 'kadangkadang', 'suara', 'keras', 'teman', 'mengobrol', 'santaisantai']"
"sebenarnya tidak rekomendasi sih , itu bikin daya tahan baterai berkurang . aku pernah menonton video yang menjelaskan kalau sebenarnya lebih baik dan lebih disarankan kalau baterai handphone tidak dinas sampai penuh malah , cukup sampai 80 - 90 %",negative,"['tidak', 'rekomendasi', 'daya', 'tahan', 'baterai', 'berkurang', 'menonton', 'video', 'disarankan', 'baterai', 'handphone', 'tidak', 'dinas', 'penuh']"
"saya dan teman berkunjung ke kafe di pakar , awal masuk ke sini disambut ramah dan senyuman lebar sama greeter nya . dia menjelaskan bagaimana kami harus memesan , dan pilihan tempat duduk yang tersedia di kafe di pakar . kita harus langsung memesan dan membayar pesanan kami di kasir . saya memesan martabak nutella skippy , bandrek dan batagor . martabak nya enak selayaknya martabak biasa , bandrek nya sangat menghangatkan .",positive,"['teman', 'berkunjung', 'kafe', 'pakar', 'masuk', 'disambut', 'ramah', 'senyuman', 'lebar', 'greeter', 'memesan', 'pilihan', 'duduk', 'tersedia', 'kafe', 'pakar', 'langsung', 'memesan', 'membayar', 'pesanan', 'kasir', 'memesan', 'martabak', 'nutella', 'skippy', 'bandrek', 'batagor', 'martabak', 'enak', 'selayaknya', 'martabak', 'bandrek', 'menghangatkan']"
"parfum casablanca makin cepat menguap bau nya , mengecewakan .",negative,"['parfum', 'casablanca', 'cepat', 'menguap', 'bau', 'mengecewakan']"
ayam jogja adalah syam goreng yang mana rasanya manis sekali . dan ayam nya empuk sekali .,positive,"['ayam', 'jogja', 'syam', 'goreng', 'manis', 'ayam', 'empuk']"
salah satu tempat tongkrongan di bandung yang pemandangan nya indah banget dimalam hari dengan tiupan angin yang sangat dinginkan sekali enak nya kalau ke sini minum wedang ronde dan makan sup zupa atau tom yam soup,positive,"['salah', 'tongkrongan', 'bandung', 'pemandangan', 'indah', 'banget', 'dimalam', 'tiupan', 'angin', 'dinginkan', 'enak', 'minum', 'wedang', 'ronde', 'makan', 'sup', 'zupa', 'tom', 'soup']"
tidak rekomendasi kalau buat anak-anak kayak nya mbak . becandaan dan obrolan nya ada yang dewasa . dari lsi juga keterangan nya untuk di atas 17 tahun,negative,"['tidak', 'rekomendasi', 'anakanak', 'kayak', 'mbak-mbak', 'becandaan', 'obrolan', 'dewasa', 'lsi', 'keterangan', 'tahun-tahun']"
bagaimana indonesia bisa maju ? mau aja lo semua diperbudak keadaan . tolol sampai 7 generasi . dan mau-mau nya jogja diperbudak monopoli pertamina . pantesan miskin .,negative,"['indonesia', 'maju', 'lo', 'diperbudak', 'tolol', 'generasi', 'maumau', 'jogja', 'diperbudak', 'monopoli', 'pertamina', 'pantesan', 'miskin']"
aku jadi berpikir mungkin dia tokoh utama perpecahan yang terjadi selama ini . menjadikan orang lain sebagai kambing hitam aku bosan dengan orang orang munafik,negative,"['berpikir', 'tokoh', 'utama', 'perpecahan', 'menjadikan', 'orang-orang', 'kambing', 'hitam', 'bosan', 'orang-orang', 'orang-orang', 'munafik']"
gila ya . disuruh datang 90 menit sebelum ujian . tahu-tahu nya mundur lagi jam nya . kasihan yang panas-panas . jangan pemberi harapan palsu in orang dong,negative,"['gila', 'disuruh', 'menit', 'ujian', 'tahutahu', 'mundur', 'jam', 'kasihan', 'panaspanas', 'jangan-jangan', 'pemberi', 'harapan', 'palsu', 'orang-orang']"
makanan yang disediakan berkualitas enak juga lalu variasi juga lumanyan dan yang paling saya suka suasana di sini tempat nya kecil tapi nyaman bersih juga . cocok untuk santai dan untuk minum kopi . tempat nya baru jadi masih kelihatan segar .,positive,"['makanan', 'disediakan', 'berkualitas', 'enak', 'variasi', 'lumanyan', 'suka', 'suasana', 'kecil-kecil', 'nyaman', 'bersih', 'cocok', 'santai', 'minum', 'kopi', 'segar']"
"makanan prasmanan yang enak , ruang makan yang luas dan variasi menu yang lezat . sayur lalap yang ambil sepuas nya menjadikan menu lebih sehat .",positive,"['makanan', 'prasmanan', 'enak', 'ruang', 'makan', 'luas', 'variasi', 'menu', 'lezat', 'sayur', 'lalap', 'ambil', 'sepuas', 'menjadikan', 'menu', 'sehat']"
orang itu tidak punya pendirian sama sekali ya .,negative,"['orang-orang', 'tidak', 'pendirian']"
"bani kampret doyan micin kalau pakde jokowi imlek pasti dibilang haramlah dan antek kafirlah tapi coba kalau anies cari muka pakai baju imlek dan ke vihara petak sembilan , apakah sialan masih konsisten berani mengucapkan ke anies haram juga dan antek kafir ?",negative,"['bani', 'kampret', 'doyan', 'micin', 'pakde', 'jokowi', 'imlek', 'dibilang', 'haramlah', 'antek', 'kafirlah', 'coba', 'anies', 'cari', 'muka-muka', 'pakai', 'baju', 'imlek', 'vihara', 'petak', 'sembilan', 'sialan', 'konsisten', 'berani', 'anies', 'haram', 'antek', 'kafir']"
"cashback jadi percuma kalau dikasih bates waktu pemakaian minimal , alhasil cashback saya hilang begitu saja .",negative,"['cashback', 'dikasih', 'bates', 'pemakaian', 'minimal', 'alhasil', 'cashback', 'hilang']"
"tempat makan khusus ayam goreng dengan citarasa sedikit manis berkecap , digoreng tidak terlalu kering cenderung sedikit lembab . ukuran ayam yang digunakan cukup kecil , pada umum nya dijual per ekor atau setengah ekor . ayam diproses dengan semi dipresto sehingga cukup lunak dengan bumbu meresap ke daging nya .",positive,"['makan', 'khusus', 'ayam', 'goreng', 'citarasa', 'manis', 'berkecap', 'digoreng', 'tidak', 'kering', 'cenderung', 'lembab', 'ukuran', 'ayam', 'kecil-kecil', 'dijual', 'ekor', 'ekor', 'ayam', 'diproses', 'semi', 'dipresto', 'lunak', 'bumbu', 'meresap', 'daging']"
"makanan nya enak , jangan lupa coba nasi liwet nya enak sekali di santap hangat-hangat , dan juga jus stroberi yang segar . rekomendasi ya buat yang ke lembang bandung .",positive,"['makanan', 'enak', 'jangan-jangan', 'lupa', 'coba', 'nasi', 'liwet', 'enak', 'santap', 'hangathangat', 'jus', 'stroberi', 'segar', 'rekomendasi', 'lembang', 'bandung']"
"makanan di sini beragam , biasa saya coba mi naripan dan sate maulana yusuf di sini . tempat cukup besar cocok untuk keluarga setelah shopping makan di sini",positive,"['makanan', 'beragam', 'coba', 'mi', 'naripan', 'sate', 'maulana', 'yusuf', 'besar-besar', 'cocok', 'keluarga', 'shopping', 'makan']"
firdaus dukung suhartono calon wawli dari demokrat,neutral,"['firdaus', 'dukung', 'suhartono', 'calon', 'wawli', 'demokrat']"
untuk makanan nya sendiri enak karena bisa milih jenis kuah dan milih varian menu mie apa dan yang paling banyak dipesan adalah mi katsu kuah merapi dengan lv 2 enak banget . untuk tempat nya sendiri memang berbentuk kedai dan harga nya murah,positive,"['makanan', 'enak', 'memilih', 'jenis', 'kuah', 'memilih', 'varian', 'menu', 'mie', 'apa-apa', 'dipesan', 'mi', 'katsu', 'kuah', 'merapi', 'lv', 'enak', 'banget', 'berbentuk', 'kedai', 'harga', 'murah']"
"lu ada masalah apa sih sama orang arab ? rasis benar ya lu ? dari kemarin-kemarin gue tidak pernah bahas agama , ras , suku atau bangsa lho ya ? idiot .",negative,"['lu', 'apa-apa', 'orang-orang', 'arab', 'rasis', 'benar-benar', 'lu', 'kemarinkemarin', 'gue', 'tidak', 'bahas', 'agama', 'ras', 'suku', 'bangsa', 'lho', 'idiot']"
"tempat makan nya indah dengan berbagai menu yang menarik . masing-masing tamu dan grup mendapatkan saung tersendiri dengan bantalan seperti kasur serta cushion pillow yang nyaman . heheheh . bisa numpang tidur siang karena tempat nya benar benar nyaman . makanan lumayan enak , porsi cukup besar .",positive,"['makan', 'indah', 'menu', 'menarik', 'masingmasing', 'tamu', 'grup', 'saung', 'tersendiri', 'bantalan', 'kasur', 'cushion', 'pillow', 'nyaman', 'heheheh', 'numpang', 'tidur', 'siang', 'benar-benar', 'benar-benar', 'nyaman', 'makanan', 'lumayan', 'enak', 'porsi', 'besar-besar']"
