,tweet,label
2328,['parss'],Joy
2329,"['beda', 'inti', 'derita', 'bahagia']",Joy
2330,['padang'],Joy
2331,"['happy', 'saturdayy', 'semangat', 'have', 'nice', 'dayy']",Joy
2332,"['kemarin', 'sedih', 'sedih', 'hariini', 'bahagia', 'yaa']",Joy
2333,"['asah', 'oh', 'iya', 'asah', 'ngawi', 'nghokey']",Joy
2334,"['semangat', 'cantik']",Joy
2335,"['semangat', 'pagi', 'moga', 'rezeki']",Joy
2336,"['kak', 'sender', 'kadang', 'mikir', 'kek', 'teman', 'ku', 'suka', 'kepala', 'didekatin', 'hehe', 'jomblo', 'semangat', 'jomblo', 'ketemu', 'jodoh']",Joy
2337,"['amin', 'semangat', 'jelly']",Joy
2338,"['butuh', 'sayang', 'biar', 'semangat', 'skripsi']",Joy
2339,"['amin', 'semangat', 'yaa', 'tim', 'arkeolog', 'nihh']",Joy
2340,"['semangat', 'kuli']",Joy
2341,"['murah', 'ri']",Joy
2342,[],Joy
2343,"['kereen', 'semangat']",Joy
2344,"['semangat', 'nugasnya', 'fanyaa']",Joy
2345,"['senang', 'susah', 'menang', 'hati']",Joy
2346,"['wahh', 'semangat', 'uprak', 'ny', 'kakk']",Joy
2347,"['amin', 'semangat', 'ngeba', 'nyaa', 'sayaang']",Joy
2348,"['semangat', 'kakak']",Joy
2349,"['jalan', 'hidup', 'perkara', 'kenang', 'cipta', 'harap', 'hidup', 'bahagia']",Joy
2350,"['bubur', 'kaya', 'gin', 'aduk', 'tolong']",Joy
2351,"['semangat', 'biyaa']",Joy
2352,"['tuh', 'kak', 'kemarin', 'abg', 'moga', 'cerah']",Joy
2353,"['selamat', 'pagi', 'semangat', 'moga', 'bigwin']",Joy
2354,[],Joy
2355,"['moga', 'cepat', 'sembuh', 'keluarga', 'semangat']",Joy
2356,['senang'],Joy
2357,"['samaa', 'semangat', 'kak', 'nulisnya']",Joy
2358,"['semangat', 'sayang']",Joy
2359,"['sedih', 'minato', 'bahagia', 'bahagia', 'cinta', 'kushina']",Joy
2360,"['wedang', 'jahe', 'bet']",Joy
2361,"['hehe', 'semangat', 'sayang']",Joy
2362,"['pagi', 'om', 'moga', 'sehat', 'ngopi', 'om', 'beban', 'liat', 'kiri', 'kanan', 'liat', 'curiga']",Joy
2363,['angetin'],Joy
2364,"['semangat', 'cii']",Joy
2365,"['pakai', 'notion', 'wkwk', 'pakai', 'app']",Joy
2366,"['iya', 'mending', 'batalin', 'dripada', 'belanja', 'batu', 'anyway', 'semangat', 'upraknyaa']",Joy
2367,['semangat'],Joy
2368,"['pagi', 'bang', 'sarap', 'bubur', 'ayam', 'bang']",Joy
2369,"['syukur', 'berkat', 'bahagia', 'nyaman', 'taehyun', 'tuh', 'bawa', 'happy', 'moga', 'umur', 'sehat', 'salah', 'sumber', 'bahagia']",Joy
2370,"['kongkalikong', 'beliau', 'juara']",Joy
2371,"['hahaha', 'distract', 'ayo', 'kerjain', 'semangat']",Joy
2372,"['happy', 'birthday', 'moga', 'sehat', 'bahagia', 'yaa']",Joy
2373,"['pagi', 'bismillah', 'mari', 'ikhtiar', 'semangat', 'pagi', 'eaa']",Joy
2374,['semriwing'],Joy
2375,"['moga', 'bahagia', 'surga']",Joy
2376,"['lucu', 'noona', 'kolaborasi', 'twibbon', 'yaah', 'makasih', 'noona', 'have', 'nice', 'day', 'semangat', 'event']",Joy
2377,"['janlup', 'sarap', 'semangat']",Joy
2378,"['semangat', 'atm', 'wlm']",Joy
2379,"['pagi', 'semangat', 'giat', 'lupa', 'sarap', 'have', 'nice', 'day']",Joy
2380,"['streaming', 'enjoy', 'lagu', 'hehe']",Joy
2381,"['allahumma', 'sholli', 'ala', 'sayyidina', 'muhammad', 'moga', 'penuh', 'berkah', 'lancar', 'rezeki', 'semangat', 'pagi']",Joy
2382,['pagi'],Joy
2383,"['kabar', 'gembira', 'kulit', 'manggis', 'ekstrak', 'mastin', 'hadir', 'rawat', 'tubuh', 'mastin', 'tampil', 'sinar', 'bahagia', 'badan', 'sehat', 'rahasia', 'mastin', 'herbal', 'rahasia', 'alam', 'indonesia', 'penuh', 'pesona', 'pesona', 'mastin', 'mastiinn', 'good']",Joy
2384,"['morning', 'moots', 'semangat', 'besok', 'nganggur']",Joy
2385,"['full', 'cream', 'cashew', 'marie', 'oke', 'coba', 'matcha']",Joy
2386,"['kayak', 'deh']",Joy
2387,['semangat'],Joy
2388,"['deserve', 'to', 'be', 'happy', 'anw', 'lupa', 'sarap', 'cantik']",Joy
2389,"['ngulet', 'kasur', 'wkwk']",Joy
2390,"['yh', 'semangat']",Joy
2391,['becek'],Joy
2392,"['hei', 'semangat', 'dulunya', 'tebus', 'obat', 'konsul', 'psikiater', 'tabung', 'habis', 'obat', 'mental', 'mahal', 'kadang', 'jajan', 'urus', 'mental', 'tuh', 'juang', 'kantong', 'asa', 'pokok', 'ayo', 'semangat']",Joy
2393,"['happy', 'birthday', 'valee', 'bahagia', 'kamuu']",Joy
2394,"['piaa', 'semangat']",Joy
2395,"['semangat', 'bebebkuu']",Joy
2396,"['woo', 'semangat', 'jalan', 'hv', 'sweet', 'saturday']",Joy
2397,['pagi'],Joy
2398,"['finally', 'jimin', 'my', 'angel', 'anak', 'lucu', 'negatif', 'rs', 'senang', 'jim', 'notif', 'wv', 'pagi', 'makasih', 'pulih', 'pokok', 'jaga', 'sehat', 'sayang']",Joy
2399,"['wahh', 'semangat', 'yaa']",Joy
2400,"['semangat', 'nan', 'semangat', 'yook']",Joy
2401,"['semangat', 'kerjanyaa']",Joy
2402,"['good', 'morning', 'semangat', 'semangat', 'pkoknya', 'semngat', 'cari', 'rezeki']",Joy
2403,"['selamat', 'pagi', 'dhe', 'tetat', 'semangat', 'sehat']",Joy
2404,['selamat'],Joy
2405,"['ihh', 'have', 'fun', 'yaa']",Joy
2406,"['good', 'morning', 'ka', 'sky', 'semangat', 'ngeba', 'lupa', 'sarapann']",Joy
2407,"['hebat', 'titik', 'patah', 'semangat', 'keluarga']",Joy
2408,"['yaudah', 'semangat']",Joy
2409,"['semangat', 'nguli']",Joy
2410,"['done', 'bismillah', 'makasih', 'ganya', 'moga', 'moga', 'impi', 'capai', 'amin', 'jaehyun', 'soobin', 'moga', 'sehat', 'pokok', 'be', 'happy anw', 'let', 'be', 'moots', 'oiya', 'have', 'nice', 'day', 'be', 'happy', 'too', 'okay', 'semangat']",Joy
2411,"['semangat', 'pagi', 'moga', 'limpah', 'rejeki', 'amin']",Joy
2412,"['sambat', 'semangat', 'sluurr']",Joy
2413,"['sabtu', 'cerah']",Joy
2414,"['melaka', 'bestiee', 'suka', 'manis', 'suka', 'kopi', 'kayak', 'suka']",Joy
2415,"['have', 'nice', 'weekend', 'chii', 'semangat']",Joy
2416,"['senang', 'jimin', 'sembuhh']",Joy
2417,"['selamat', 'ulangtahun', 'bo', 'moga', 'sehat', 'bahagia', 'yaa']",Joy
2418,"['pagi', 'pagi', 'berak']",Joy
2419,"['kuuyy', 'kak', 'liat', 'haekal', 'bahagia', 'sad', 'end', 'kesan', 'hadu', 'kayak', 'cari', 'sakit', 'deh']",Joy
2420,"['haalooww', 'bocil', 'sunuu', 'selamat', 'sabtuu', 'selamat', 'weekend', 'lupa', 'senyum', 'bahagia', 'lupa', 'sarap', 'minum', 'air', 'putih', 'biar', 'kuat', 'have', 'wonderful', 'day', 'todayy']",Joy
2421,"['bahagia', 'sedih', 'sayang', 'libat', 'peduli', 'terimakasih', 'yuan', 'sayang', 'harga', 'drama']",Joy
2422,"['pagi', 'bang', 'semangat', 'dmi', 'sbuah', 'ubah', 'tindak', 'nato', 'not', 'action', 'talking', 'only']",Joy
2423,"['semangat', 'mas', 'bogs']",Joy
2424,"['best', 'cl', 'ever', 'pokok', 'susah', 'senang', 'sedih', 'nyatu', 'kangen', 'berat', 'nang']",Joy
2425,"['semangat', 'deserve', 'to', 'be', 'happy', 'anw', 'lupa', 'sarap', 'ayaa']",Joy
2426,"['oalaah', 'rajin', 'ydah', 'semangat']",Joy
2427,['iya'],Joy
2428,"['kak', 'moga', 'yaa', 'lupa', 'makan', 'dengerin', 'musik', 'bikin', 'tenang', 'semangat']",Joy
2429,"['semangat', 'aeril']",Joy
2430,"['sihh', 'dengar', 'gituu', 'lirik', 'relate', 'djdjjfjf', 'keren', 'tuhan']",Joy
2431,"['semangat', 'langit', 'langit', 'moga', 'takut', 'moga', 'capai', 'bingung', 'cerita', 'maybe', 'cerita', 'be', 'happy']",Joy
2432,"['semangat', 'mbull']",Joy
2433,"['semangat', 'ka', 'bitt', 'moga', 'sempronya', 'lancar']",Joy
2434,"['yukk', 'semangat']",Joy
2435,"['lemas', 'ayo', 'semangat']",Joy
2436,"['semangat', 'fase', 'fase']",Joy
2437,"['pagi', 'cerah']",Joy
2438,"['semangat', 'dungs', 'pc', 'merchku', 'tetp', 'semangat']",Joy
2439,"['happy', 'birthday', 'uri', 'maknae', 'moga', 'bahagia', 'sehat']",Joy
2440,"['senang', 'bangun', 'kabar', 'baikk']",Joy
2441,"['semangat', 'deserve', 'to', 'be', 'happy', 'anw', 'lupa', 'sarap', 'adet']",Joy
2442,[],Joy
2443,"['patrick', 'cium', 'bau', 'wkwk', 'bahak']",Joy
2444,['semangat'],Joy
2445,"['iya', 'semangat', 'abil', 'liat', 'vidio']",Joy
2446,"['moga', 'indah', 'langit', 'cerah']",Joy
2447,"['sabtu', 'ceria']",Joy
2448,"['bahagia', 'harap', 'bahagia', 'ssat']",Joy
2449,"['semangat', 'deserve', 'to', 'be', 'happy', 'anw', 'lupa', 'sarap', 'ola']",Joy
2450,"['aowkaowkaowkoakw', 'semangat', 'ayy']",Joy
2451,['semangat'],Joy
2452,"['selamat', 'sabtu', 'lupa', 'jaga', 'semangat']",Joy
2453,"['semangat', 'rebah', 'mah']",Joy
2454,"['dengar', 'suara', 'duet', 'jungkook', 'sawan']",Joy
2455,"['alhamdulillah', 'jimin', 'ganteng', 'bangun', 'bangun', 'pagi', 'kabar', 'bahagia']",Joy
2456,"['biyar', 'semangat']",Joy
2457,"['iikk', 'sabtu', 'semangat', 'yaa', 'indihome', 'dukung', 'aktivitas', 'onlinemu']",Joy
2458,"['iyaa', 'goreng', 'nanas', 'tepung', 'bangeet', 'deh']",Joy
2459,"['semangat', 'deserve', 'to', 'be', 'happy', 'anw', 'lupa', 'sarap', 'lita']",Joy
2460,"['semangat', 'ngerjainnya', 'have', 'great', 'day', 'pit']",Joy
2461,"['moga', 'bahagia', 'semangat', 'nge', 'ba']",Joy
2462,"['alhamdulillah', 'lintas', 'wajah', 'beliau', 'semangat', 'inspirasi', 'teguh', 'juang', 'sholu', 'ala', 'nabiy']",Joy
2463,"['bos', 'dengerin', 'lagu', 'jeket', 'nikmat']",Joy
2464,"['semangat', 'senpaii']",Joy
2465,"['pahar', 'samandiai', 'kabar', 'gembira', 'jago', 'badminton', 'kalimantan', 'skuy', 'ramai', 'rebut', 'piala', 'kepala', 'bnnp', 'kalteng', 'turnamen', 'badminton', 'kalimantan', 'tahun', 'rangka', 'hut', 'bnn', 'ri']",Joy
2466,"['alhamdulilah', 'aa', 'jimin', 'sembuh', 'semangat', 'biar', 'sembuh']",Joy
2467,"['gataww', 'happy', 'pagi', 'keekk', 'ngalir', 'semangat', 'rawr', 'mwah', 'lvyu']",Joy
2468,"['kayak', 'maret', 'uts', 'tbl', 'tbl']",Joy
2469,"['semangat', 'deserve', 'to', 'be', 'happy', 'anw', 'lupa', 'sarap', 'sebb']",Joy
2470,"['terima', 'kasih', 'milik', 'akun', 'cantik', 'hadir', 'mampir', 'singgah', 'sedih', 'letih', 'suka', 'gembira']",Joy
2471,"['athan', 'sehat', 'bahagia', 'oke']",Joy
2472,"['orangtua', 'motivasi', 'hidup', 'cileng', 'hidup', 'cerah', 'teens shieren']",Joy
2473,"['semangat', 'deserve', 'to', 'be', 'happy', 'anw', 'lupa', 'sarap', 'agas']",Joy
2474,"['alhamdulillah', 'am', 'happy', 'for', 'you', 'nder', 'semangat', 'teruss']",Joy
2475,"['ratu', 'raja', 'cinta', 'bahagia', 'hidup', 'selamanyaa']",Joy
2476,"['semangat', 'bi']",Joy
2477,"['sulit', 'temu', 'bahagia', 'tuk', 'just', 'be', 'happy']",Joy
2478,"['semangat', 'kak', 'biann']",Joy
2479,"['sarap', 'biar', 'semangat']",Joy
2480,"['semangat', 'latih', 'notice', 'semangat']",Joy
2481,"['pekan', 'hidup', 'uang', 'senang']",Joy
2482,"['semangat', 'aktivis', 'rpw']",Joy
2483,"['semangat', 'deserve', 'to', 'be', 'happy', 'anw', 'lupa', 'sarap', 'anna']",Joy
2484,"['semangat', 'serah', 'colok']",Joy
2485,"['mari', 'mari', 'semangat']",Joy
2486,"['makan', 'nasi', 'campur', 'pakai', 'goreng']",Joy
2487,['kalem'],Joy
2488,"['mas', 'put', 'sakit', 'jaga', 'sehat', 'lupa', 'bahagia', 'bahagia', 'adl', 'obat', 'sakit', 'cepat', 'sembuh', 'mas']",Joy
2489,"['ditungguu', 'semangat', 'tinn']",Joy
2490,"['semangat', 'nyatetnya', 'plz', 'plz', 'pilih', 'lomba']",Joy
2491,"['piala', 'keluarga', 'kadang', 'jatuh', 'semangat', 'mafa']",Joy
2492,"['ku', 'bahagia']",Joy
2493,"['nugget', 'sosis', 'rebus', 'ygy']",Joy
2494,"['ayok', 'semangat', 'jaga', 'sehat', 'minum', 'istirahat', 'atur', 'asupan', 'gizi', 'lupa', 'syukur', 'doa', 'alhamdulillah', 'amin', 'yaa', 'allah', 'yaa', 'rabbal', 'alamin', 'keren', 'tri', 'bumn', 'erick', 'thohir', 'semangat', 'sehat']",Joy
2495,"['semangat', 'deserve', 'to', 'be', 'happy', 'anw', 'lupa', 'sarap', 'raa']",Joy
2496,"['happy', 'birthday', 'vale', 'bahagia']",Joy
2497,"['mantaf', 'pergi', 'semangat']",Joy
2498,"['yakan', 'semangat', 'ngapalin', 'treasure']",Joy
2499,"['ra', 'terima', 'kasih', 'senang', 'dengar', 'suka', 'jennie', 'keren']",Joy
2500,"['jelek', 'sabtu', 'mu', 'semangat', 'lupa', 'sarap']",Joy
2501,"['semangat', 'mbull']",Joy
2502,"['semangat', 'deserve', 'to', 'be', 'happy', 'anw', 'lupa', 'sarap', 'adolf']",Joy
2503,"['semangat', 'bantu', 'doa']",Joy
2504,"['happy', 'birthday', 'tamaa', 'moga', 'bahagia', 'yaa']",Joy
2505,"['bangun', 'pagi', 'asa', 'bahagia', 'kemarin', 'mark', 'rilis', 'child', 'lagu', 'suka', 'chartnya', 'bagus', 'bikin', 'sender', 'beryukur', 'tuhan', 'aktivitas', 'streaming', 'lagu', 'bagus']",Joy
2506,['semangat'],Joy
2507,[],Joy
2508,"['semangat', 'ueueu']",Joy
2509,"['pagi', 'selamat', 'pekan', 'semangat']",Joy
2510,"['semangat', 'kak']",Joy
2511,['atuh'],Joy
2512,"['haloo', 'my', 'lovely', 'jejee', 'hehe', 'jugaa', 'semangat', 'yaa']",Joy
2513,"['agan', 'agan', 'coba', 'pempek', 'kapal', 'selam', 'joeragan', 'ikan', 'tenggiri', 'segar']",Joy
2514,"['have', 'nice', 'day', 'teh', 'semangat', 'liat', 'liat']",Joy
2515,"['pesan', 'semangat', 'mangkalnya', 'unnie']",Joy
2516,"['pagi', 'nder', 'semangat', 'nder']",Joy
2517,"['semangat', 'sender']",Joy
2518,['semangat'],Joy
2519,"['kak', 'vil', 'cepat', 'sembuh', 'semangat', 'recoverynya', 'biar', 'susul', 'jimin', 'sembuh', 'jugaa']",Joy
2520,"['carasun', 'sunscreen', 'ukur', 'mlnya', 'so', 'worth', 'it']",Joy
2521,"['semangat', 'dinda']",Joy
2522,"['ahh', 'jimin', 'sembuh', 'senang']",Joy
2523,"['semangat', 'akakk']",Joy
2524,"['semangat', 'cari', 'nafkah', 'baby', 'kak', 'doain', 'moga', 'sehat']",Joy
2525,"['to', 'you', 'kadang', 'asa', 'tenang', 'suka', 'nyamperin', 'everything', 'is', 'going', 'to', 'be', 'okay', 'hang', 'on', 'there', 'cerita', 'ketuk', 'dm', 'ku', 'semangat', 'cantik']",Joy
2526,"['pagi', 'semangat', 'yaa']",Joy
2527,"['happy', 'birthday', 'maknae', 'on', 'top', 'dreamis', 'adik', 'sayang', 'abang', 'jeno', 'sehat', 'adik', 'terima', 'kasih', 'lahir', 'dunia', 'bahagia']",Joy
2528,"['good', 'semangat', 'bilang']",Joy
2529,"['selamat', 'pagi', 'mots', 'badan', 'makan', 'ginian', 'semangat']",Joy
2530,['semangat'],Joy
2531,"['happy', 'day', 'dedek', 'jiee', 'adik', 'nuna', 'gede', 'ttap', 'maknae', 'sabar', 'abangny', 'nuna', 'syang', 'jisung', 'bahagia', 'yh', 'tenang', 'jisung', 'ttap', 'maknae', 'kesaayangan', 'pling', 'kiyowok']",Joy
2532,"['semangat', 'snmptn']",Joy
2533,"['haloo', 'cici', 'hehe', 'siapp', 'cici', 'semangat', 'yaa', 'lupa', 'makan', 'minum', 'jugaa']",Joy
2534,"['beban', 'percaya', 'semangat']",Joy
2535,"['semangat', 'satelit', 'keluarga']",Joy
2536,"['semangat', 'pagi']",Joy
2537,"['sabtu', 'libur', 'mas', 'semangat']",Joy
2538,"['child', 'si', 'pas', 'suara', 'mark', 'lee']",Joy
2539,"['senang', 'pagi', 'pagi', 'manis', 'manis', 'ue', 'ue']",Joy
2540,['puas'],Joy
2541,"['kaya', 'empuk']",Joy
2542,"['lagu', 'mark', 'asli']",Joy
2543,['kapal'],Joy
2544,[],Joy
2545,"['happy', 'birthday', 'marr', 'bahagia', 'yaa']",Joy
2546,"['semangat', 'sarap']",Joy
2547,"['senyam', 'senyum', 'baca', 'semangat']",Joy
2548,"['si', 'semangat', 'eh', 'bdmd']",Joy
2549,"['mayan', 'cerah', 'cuci']",Joy
2550,"['semangat', 'kasih', 'minum']",Joy
2551,"['hii', 'kak', 'semangat', 'yaa', 'khawatir', 'ajaa', 'jalanin']",Joy
2552,"['moga', 'perempuan', 'mandiri', 'moga', 'cari', 'duit', 'moga', 'sayang', 'biar', 'tua', 'keluarga', 'bahagia', 'suami', 'tingkah', 'suka', 'selingkuh', 'mantap', 'tinggal', 'hidup']",Joy
2553,"['malas', 'asa', 'berat', 'berat', 'semangat', 'selesai', 'ringan', 'pagi']",Joy
2554,"['hey', 'semangat', 'yaa', 'moga', 'cepat', 'pulih', 'lupa', 'istirahat', 'eat', 'well', 'minum', 'vit', 'speed', 'recovery', 'bestie']",Joy
2555,"['semangat', 'kak', 'nanta', 'moga', 'lancar', 'operasi', 'cepat', 'pulih', 'deh', 'semangat', 'kakak', 'hebat']",Joy
2556,"['semangat', 'cantik']",Joy
2557,"['wkwk', 'benerr', 'bilang', 'semangat', 'ajak', 'libur']",Joy
2558,"['selamat', 'pgi', 'suryo', 'sehat', 'penuh', 'semangat']",Joy
2559,['bahagia'],Joy
2560,['fess'],Joy
2561,"['semangat', 'karya', 'kak']",Joy
2562,"['haloo', 'minjuu', 'habedee', 'moga', 'sehat', 'bahagia']",Joy
2563,"['semangat', 'anggun', 'jugaa', 'pulang', 'jam', 'sore', 'bimbel', 'minggu']",Joy
2564,"['happy', 'birthday', 'valee', 'bahagia']",Joy
2565,"['semangat', 'kak', 'andoo']",Joy
2566,"['hii', 'amaraa', 'semangat', 'have', 'great', 'day']",Joy
2567,"['selamat', 'pagi', 'semangat', 'olahraga']",Joy
2568,"['ngakaka', 'semangat']",Joy
2569,"['semangat', 'noona']",Joy
2570,"['ih', 'aa']",Joy
2571,"['semangat', 'yaa', 'capai', 'stress', 'jam', 'tidur', 'nyenengin', 'bagus', 'bagus', 'nyenengin', 'okaayy']",Joy
2572,"['jual', 'sale', 'pisang', 'dom', 'tangerang', 'jual']",Joy
2573,"['kak', 'tamatin', 'semangat']",Joy
2574,"['lakaka', 'bahagia']",Joy
2575,"['melv', 'semangat', 'skripsi', 'skripsi', 'tua', 'nganggep', 'mah', 'kasih', 'uang', 'jajan']",Joy
2576,"['ututu', 'semangat', 'bum', 'maret']",Joy
2577,"['semangat', 'bitt', 'good', 'luck', 'moga', 'urus', 'lancar', 'amin']",Joy
2578,"['mantap', 'cok']",Joy
2579,"['amin', 'allahumma', 'amin', 'doa', 'maak', 'yaa', 'sehat', 'bahagia', 'maak']",Joy
2580,['semangat'],Joy
2581,"['kasi', 'puas', 'hati', 'member']",Joy
2582,"['jago', 'middlesbrough', 'cr', 'haha']",Joy
2583,"['wikk', 'semangat', 'sayang', 'lupa', 'makan']",Joy
2584,"['telur', 'kocok', 'butter', 'dipanasin', 'teflon', 'masukin', 'telor', 'dorong', 'matang', 'stengah', 'matang', 'shiny', 'lembut', 'cobain', 'wkwk']",Joy
2585,"['semangat', 'thor', 'pokok', 'semangat']",Joy
2586,"['jeyop', 'ceriminan', 'hidup', 'bahagia', 'hayat', 'sakit', 'sehat', 'makan', 'cipta', 'karya', 'ketemu', 'tahun']",Joy
2587,"['wahh', 'semangat', 'nge', 'date', 'bestie']",Joy
2588,"['senyum', 'mi christychibi', 'tinggal', 'sedih', 'bahagia', 'lupa', 'takut', 'semangat']",Joy
2589,['semangat'],Joy
2590,"['kerenn', 'semangat']",Joy
2591,"['ayoo', 'kyy', 'semangat', 'bareeng', 'ramein', 'opmemnya', 'wixst', 'yaa']",Joy
2592,"['ngekos', 'kotor', 'suka', 'rebut', 'bersih', 'adem', 'ayem', 'duh', 'pokok', 'deh', 'gantung', 'bersih', 'sifat', 'anak', 'kosannya', 'yaa', 'wkwk']",Joy
2593,"['wkwkkw', 'ayo', 'semangat', 'pantang', 'mundur']",Joy
2594,"['kaule', 'dados', 'bruder', 'makane', 'digodha', 'nben', 'ora', 'lepas', 'jubahe', 'semangat', 'om', 'brud']",Joy
2595,"['alhamdulillah', 'selamat', 'senderr', 'semangat']",Joy
2596,"['gm', 'gm', 'keep', 'streaming', 'guys', 'semangat']",Joy
2597,"['semangat', 'event']",Joy
2598,"['selamat', 'pagi', 'semangat', 'nge', 'ba', 'nyaa', 'moga', 'req', 'dm']",Joy
2599,"['ayo', 'semangat']",Joy
2600,"['hii', 'ayaa', 'semangat', 'have', 'great', 'day']",Joy
2601,"['semangat', 'ka', 'tinaa']",Joy
2602,"['makasii', 'semangat', 'yaa']",Joy
2603,"['semangat', 'ka', 'fiony', 'sehat', 'selaluu', 'we', 'always', 'cinta', 'you']",Joy
2604,"['nelayan', 'sejahtera', 'rakyat', 'bahagia', 'semangaatt', 'gus', 'tum']",Joy
2605,"['gimana', 'say', 'malam', 'vcs', 'tante', 'puas', 'say', 'bugil', 'say', 'vcs', 'weekend', 'niihh', 'sange']",Joy
2606,"['semangat', 'noona', 'abis', 'bersihin', 'akun']",Joy
2607,"['syukur', 'ajar', 'juang', 'penuh', 'ikhlas', 'semangat', 'buah', 'bahagia']",Joy
2608,"['isi', 'kepala', 'why', 'why', 'why', 'kill', 'my', 'night', 'alias', 'child', 'muter', 'kepala', 'mark', 'lee', 'keren']",Joy
2609,['cerah'],Joy
2610,"['good', 'pagi', 'pagi', 'on', 'this', 'partly', 'cloudy', 'saturday', 'pagi', 'happy', 'day', 'off', 'moga', 'senang', 'semangat', 'theaterannya']",Joy
2611,"['semangat', 'dhii', 'rest', 'well']",Joy
2612,"['ayoo', 'semangat', 'pagi']",Joy
2613,"['temu', 'petama', 'tahun', 'temu', 'terima', 'kasih', 'peduli', 'terima', 'kasih', 'tegur', 'semangat', 'terima', 'kasih', 'hadir', 'jalan', 'cerita']",Joy
2614,"['baby', 'bahagia', 'krena', 'dasar', 'tahun', 'pas', 'si', 'om', 'lupa', 'si', 'om', 'hilang', 'baby', 'drpda', 'paksa', 'mending', 'baby', 'tulus', 'si', 'om', 'temu', 'bahagia']",Joy
2615,"['angel chibi', 'terima', 'kasih', 'bahagia', 'indah', 'hidup', 'singkat']",Joy
2616,"['happy', 'birthday', 'minju', 'noona', 'moga', 'sukses', 'bahagia', 'gbu']",Joy
2617,"['semangat', 'om', 'podo', 'ae', 'iki', 'kene', 'usum']",Joy
2618,"['dian', 'ayangg', 'uee', 'semangat', 'ajar', 'sayaangg', 'jaga', 'sehat', 'yaa']",Joy
2619,"['happy', 'birthday', 'uri', 'jisungiee', 'moga', 'umur', 'sehat', 'karirnya', 'sukses', 'buruk', 'keliling', 'pokok', 'lupa', 'bahagia', 'yapp']",Joy
2620,"['sukses', 'mion', 'semangat']",Joy
2621,"['ajak', 'depa', 'jalan', 'jalan', 'santai', 'petang', 'lcct', 'anak', 'tengok', 'kapal', 'terbang', 'landing', 'hakak', 'suruh', 'ambil', 'gambar', 'habang', 'skill', 'smartphone', 'cokia', 'made', 'in', 'china', 'jer', 'alhamdulillah', 'hakak', 'puas', 'hati', 'air', 'tangan', 'habang']",Joy
2622,"['kak', 'kay', 'maaf', 'telat', 'makasii', 'kak', 'ganya', 'youtube', 'premium', 'aman', 'kendali', 'telat', 'premium', 'huhu', 'maaf', 'kak', 'serius', 'nonton', 'iklan', 'tuh', 'makasii', 'kakk']",Joy
2623,"['maaciw', 'kak', 'giveaway', 'mimin', 'teruss', 'semangat', 'moga', 'untung', 'yachh', 'fighting']",Joy
2624,"['yeahh', 'semangat']",Joy
2625,"['senang', 'hati', 'kak', 'moga', 'bantu', 'pandu', 'yaa']",Joy
2626,"['lawan', 'pikir', 'overthinking', 'senang', 'lintas', 'pikir', 'pergi', 'asa', 'hilang']",Joy
2627,"['ngudud', 'pagi', 'pagi']",Joy
2628,"['semangat', 'yak']",Joy
2629,"['semangat', 'ayangg']",Joy
2630,"['hmm', 'manis', 'wkkwkw']",Joy
2631,"['semangat', 'kerkomnya', 'ayra']",Joy
2632,"['semangat', 'pemulihanya', 'sayankk']",Joy
2633,"['selamat', 'pagi', 'semangat', 'optimis', 'biar', 'bigwin', 'amin', 'amin']",Joy
2634,"['semangat', 'kak', 'ell']",Joy
2635,"['met', 'pagi', 'semangat', 'giat', 'havee', 'nicee', 'dayy']",Joy
2636,"['semangat', 'ajar', 'kimia', 'guru', 'nang']",Joy
2637,"['bahagia', 'jauhh', 'bahagia', 'ketimbang', 'bahagia', 'sma', 'dpetin', 'bahagia']",Joy
2638,"['haha', 'semangat', 'ssyangku', 'pulang', 'tiati', 'yaa']",Joy
2639,"['terimakasih', 'dukung', 'bang', 'selamat', 'pekan', 'sehat', 'dn', 'bahagia']",Joy
2640,"['denise', 'moga', 'bahagia']",Joy
2641,['semangat'],Joy
2642,"['allah', 'libur', 'btw', 'cek', 'out', 'shopee', 'isi', 'bantal', 'blender', 'jus', 'kualitas', 'tidur', 'sehat', 'wkwk', 'saran', 'dokter', 'abis', 'kontrol', 'sumpah', 'rekor', 'bb', 'kg', 'bhakk', 'beban', 'badan', 'berat', 'ye', 'shay']",Joy
2643,"['pagi', 'lupa', 'bahagia', 'harga', 'yaa', 'hv', 'nice', 'dayy']",Joy
2644,"['semangat', 'kak']",Joy
2645,"['manusia', 'manis', 'manusia', 'manusia', 'cantik', 'jimin', 'negatif', 'covid', 'rs', 'gimana', 'gambar', 'bahagia', 'ku', 'jimin', 'finally', 'sayangg', 'tinggal', 'pulih', 'pasca', 'operasi', 'sayang', 'kuu', 'jimiinn']",Joy
2646,"['my', 'biggest', 'mistake', 'utbk', 'kemarin', 'hopeless', 'duluan', 'khawatir', 'lolos', 'bikin', 'fokus', 'enjoy', 'yaa', 'khawatir', 'taun', 'kemarin', 'wkwk', 'semangat', 'sender']",Joy
2647,"['nangiss', 'bahagia', 'kak']",Joy
2648,"['hmm', 'roman', 'nii']",Joy
2649,"['mornin', 'pagi', 'pagi', 'kabar', 'bahagia']",Joy
