,label,tweet
1314,happy,"['buka', 'chrome', 'muncul', 'logonya', 'wkwk',  ]"
1315,anger,"['digadang', 'benerin', 'majuin', 'daerahnya', 'pesan', 'barang', 'negeri', 'hasil', 'kerajinan', 'penduduk', 'lokal', 'bagus', 'habis', 'pikir', 'deh', 'giliran', 'gini', 'koar', 'toko', 'sebelah', 'polah', 'pedas', 'tuh', 'mulut', 'diam']"
1316,fear,"[ , 'takut', 'otak', 'sumpah', 'ngeri', 'dengar', 'rapet', 'oksigen', 'otak', 'bimbang']"
1317,love,"[ , 'ridiella', 'cantik', 'gemes', 'makasih', 'sayang']"
1318,anger,"[ ,  ,  , 'disediakan', 'tmp', 'contohnya', 'pasar', 'gembrong', 'dipakai', 'trotoar', 'menghargai', 'pedagang', 'negeri', 'aturan', 'happy']"
1319,anger,"['batalin', 'sampah', 'made', 'in', 'jerman', 'terlanjur', 'diadakan', 'gub', 'sebelumnnya', 'gimana', 'belah', 'biar', 'ahoker', 'happy', 'kerjanya', 'nyinyirin', 'gubernur', 'anies']"
1320,anger,"['lambat', 'perpanjang', 'sim', 'dimana', 'mobil', 'sim', 'kota', 'kemarin', 'lebaran', 'kebagian', 'kuota',  ]"
1321,fear,"['menyeramkan', 'grup', 'keluarga', 'isinya', 'sharing', 'hadist', 'ayat', 'al', 'qur', 'an', 'grup', 'lingkungan', 'paroki', 'gereja', 'seram', 'salah', 'reply']"
1322,happy,"['pulang', 'jember', 'mcd', 'perdonat', 'donatan', 'perkopi', 'kopian', 'nelongso', 'jank', 'jank', 'mi', 'setan', 'how', 'fast', 'my', 'lil', 'town', 'grow', 'sense', 'pas', 'pulang', 'kampung', 'kecuali', 'to', 'meet', 'some', 'old', 'friends', 'and', 'family']"
1323,sadness,"['pergi', 'mengucap', 'pergi', 'ditinggalkan', 'meninggalkan', 'wajar', 'hidup', 'simpul', 'terikat', 'terikat', 'keabadian', 'dunia', 'dunia']"
1324,sadness,"['suka', 'senang', 'namanya', 'maling', 'senang', 'maling', 'digebukin', 'bonyok', 'dibakar', 'dibunuh']"
1325,anger,"['perilaku', 'pecundang', 'buronan', 'kasar', 'intoleran', 'anti', 'pancasila', 'disambangi', 'anggap', 'ulama', 'dinegara']"
1326,sadness,"['berat', 'mengikhlaskan', 'meninggalkan', 'sesak', 'kejadian', 'membekas', 'tim', 'kalah', 'putaran', 'final', 'lcc', 'pilar', 'mpr', 'tahun', 'jakarta']"
1327,sadness,"['ekspektasi', 'emak', 'capai', 'capai', 'sakit', 'main', 'realita', 'sokorr', 'salah', 'mu', 'dewe', 'dolan', 'ae', 'domongi', 'kon', 'nek', 'omah', 'ae', 'ange', 'eram']"
1328,fear,"[ , 'bicara', 'olah', 'rp', 'seram', 'terselubung', 'terang', 'terangan']"
1329,sadness,"['kehadiranmu', 'membuatku', 'persiapkan', 'terburuk', 'taat', 'disetiap', 'hati', 'ditinggal', 'pergi', 'tuhan', 'sungguh', 'membenci', 'pergi']"
1330,love,"['cinta', 'hadir', 'inginku', 'terbaik', 'cinta', 'allah', 'cinta', 'allah', 'cinta', 'cinta', 'cinta', 'surga']"
1331,fear,"['dipikir', 'pikir', 'teman', 'homo', 'teman', 'lesbi', 'respect', 'lesbi', 'waswas', 'blakan', 'lesbi', 'cewek', 'jomblo', 'seumur', 'hidupnya', 'takut', 'sukanya', 'cewek']"
1332,love,"['alhamdulillah', 'kakakku', 'tetehku', 'sayang', 'allah', 'kangen', 'teteh', 'suka', 'manjain', 'kakak', 'suka', 'belanjain', 'pokoknya', 'sayang']"
1333,love,"['semoga', 'terdorong', 'berniat', 'menyemai', 'cinta', 'rumah', 'rumah', 'allah', 'hantar', 'kebahagiaan', 'hakiki', 'allah', 'subhanahu', 'ta', 'ala']"
1334,fear,"['bikin', 'tereak', 'kanan', 'nangis', 'jejeritan', 'waktu', 'rumah', 'mbak', 'trihanggo', 'malam', 'cuci', 'jemur', 'samping', 'rumah', 'siul', 'gelap', 'pas', 'diamatin', 'buset', 'sugus', 'kain', 'mori', 'kusem', 'mukaknya', 'hita']"
1335,anger,"[ , 'gimana', 'sesi', 'pertam', 'habis', 'login', 'penjadwalan', 'ulang', 'tesnya', 'kesalahan', 'server', 'pelamar']"
1336,anger,"['dipelajari', 'anak', 'disekolah', 'cebong', 'berbeda', 'anak', 'cebong', 'anak', 'katak']"
1337,anger,"['dear',  ,  , 'kirim', 'dokumen', 'jakarta', 'sby', 'pakai', 'yes', 'kirim', 'senin', 'juni', 'selasa', 'juni', 'rabu', 'bikin', 'esmosi', 'bayar', 'pakai', 'yes', 'sehari', 'no', 'resi']"
1338,sadness,"['liburan', 'jakarta', 'abis', 'jepang', 'manyun', 're', 'schedule', 'tiket', 'reschedule', 'tuh', 'bayar', 'kangen', 'rumah', 'kangen', 'mama', 'papa', 'abang', 'sayang', 'uangnya', 'ditabung', 'marah']"
1339,fear,"['sekalinya', 'komen', 'pendapat', 'akun', 'kpop', 'btsnya', 'diserang', 'netizen', 'menyeramkan', 'wagelaseh', 'wkwkw', 'netizen', 'menyeramkan', 'wkwkw']"
1340,sadness,"[ ,  ,  , 'sedih', 'baca', 'kabar', 'fokus', 'urus', 'anak', 'ibadah', 'duit', 'ngepas', 'budget', 'beli', 'bedak', 'badan', 'melar', 'ngabisin', 'makan', 'anak', 'sayang', 'uangnya', 'smp', 'dibuang', 'pantes', 'dicintai', 'suami']"
1341,happy,"[ ,  ,  ,  ,  ,  , '_', 'semoga', 'lebaran', 'tahun', 'kegembiraan', 'menpar', 'antusias', 'harapan', 'tinggi', 'program']"
1342,anger,"[ ,  ,  ,  , 'memangnya', 'klub', 'numpang', 'pemprov', 'hahaha', 'stadion', 'pribadi', 'manajemen', 'persebaya', 'kah', 'persija', 'sewa', 'gbk', 'ribet', 'hahaha', 'jancok', 'jancook']"
1343,happy,"['film', 'bikin', 'bolak', 'bioskop', 'liat', 'hugh', 'jackman', 'nyanyi', 'nari', 'abis', 'nonton', 'film', 'feels', 'good']"
1344,anger,"['ujungnya', 'kopi', 'ato', 'duit', 'memperlakukan', 'melayani', 'konsumen', 'complain', 'barang', 'jasa', 'dijual', 'yak', 'mba', 'barista',  , 'gancit']"
1345,happy,"['edisi',  , 'upload', 'full', 'youtube', 'versi', 'pecahannya', 'cut', 'film', 'lumayan', 'menghemat', 'waktu', 'kuota', 'durasinya', 'menit']"
1346,fear,"['pgi', 'merasakan', 'sakit', 'perut', 'kirain', 'haid', 'beli', 'kiranti', 'pas', 'cek', 'kaga', 'tolong', 'atulah', 'haid', 'biar', 'solat', 'ied']"
1347,sadness,"['situasi', 'indonesia', 'genting', 'disayangkn', 'mlakukn', 'amandemen', 'didasarkn', 'online', 'kesadaran', 'tinggi', 'tokoh', 'elit', 'mengamandemen', 'tahun', 'drasakn', 'amandemen', 'mberi', 'dampak', 'significan', 'pemerintah', 'bjuang', 'keras', 'mjlnkn', 'pemerintahannya']"
1348,love,"['sayang', 'sayang', 'pisan', 'manja', 'manja', 'pisan', 'aleman', 'aleman', 'pisan', 'marah', 'marah', 'pisan', 'koplak', 'ditanyaa', 'gaes', 'koplak', 'melebihi']"
1349,happy,"['belin', 'baksonya', 'makan', 'bakso', 'pedas']"
1350,anger,"[ , 'terhormat',  ,  , 'kroscek', 'pemesanan', 'nomor', 'pemesanan', 'sensitive', 'no', 'status', 'merchant']"
1351,happy,"['ahahaha', 'gemes', 'duo', 'dumberku', 'asuma', 'ngucapin', 'ulang', 'tahun', 'oikawa', 'hshahshahah', 'huhuhu', 'selamat', 'ulang', 'tahun', 'sampahkawa', 'ku', 'kangen', 'muncul', 'muncul']"
1352,sadness,"['menyedihkan', 'menganggap', 'via', 'vallen', 'lecehkan', 'pamor', 'mencapai', 'keviralan', 'addeh', 'korban', 'wanita', 'normalnya', 'dukung', 'empati']"
1353,happy,"['tahun', 'kenal', 'mengakrabkan', 'beruntung', 'solehah', 'pelit', 'suka']"
1354,happy,"[ ,  , 'terima', 'kasih', 'musik', 'bagus', 'konten', 'konten', 'bagus', 'terima', 'kasih', 'memberiku', 'semangat', 'menjalani', 'down']"
1355,fear,"['jadwal', 'presentasi', 'proker', 'lppm', 'praktikum', 'ketua', 'temani', 'sekretaris', 'penanggung', 'sekretaris', 'deg', 'deg', 'an', 'bismillah', 'ketua', 'btw', 'pen', 'upload', 'foto', 'ketua', 'yaa']"
1356,sadness,"['sedap', 'berwisata', 'ketinggian', 'jakarta', 'betapa', 'berpolusinya', 'kota', 'jakarta', 'indonesia']"
1357,love,"['intinya', 'sayang', 'kasih', 'tontonan', 'biar', 'sayang', 'wkwkwk', 'temu', 'yutup', 'wkwkwkwkwk', 'happy', 'mensive']"
1358,fear,"['_', 'berani', 'manasin', 'air', 'gegara', 'diceritain', 'siska', 'something', 'dasar', 'apel', 'siska', 'bikin', 'takut']"
1359,anger,"['membalas', 'status', 'ku', 'bang', 'diklaim', 'kekgitu', 'foto', 'foto', 'dek', 'balasku', 'foto', 'hakcipta', 'seandainya', 'karyamu', 'izin', 'perasaanmu']"
1360,happy,"['acara', 'seru', 'bange', 'pas', 'ka', 'abdul', 'nyanyi', 'suara', 'bikin', 'hati', 'adem', 'the', 'best', 'deh',  ,  ]"
1361,anger,"['dear',  , 'kejadian', 'kai', 'mengambil', 'tindakan', 'jasa', 'ka', 'gambir', 'semarang', 'semarang', 'gambir', 'memohin', 'menunggu', 'dibawah', 'ijin', 'penumpang', 'turun']"
1362,happy,"['suka', 'bangeet', 'suka', 'telat', 'wkkw', 'lagu', 'notabenenya', 'pas', 'konser', 'maaf', 'ku', 'karbitan', 'otw', 'budak cinta', 'huhuhu', 'nangis', 'dompet']"
1363,fear,"['rlt', 'im', 'not', 'ready', 'for', 'tomorrow', 'takut', 'buruk', 'besok', 'sahabat', 'brng', 'senang', 'sedih', 'ngejalanin', 'takut']"
1364,happy,"['hidup', 'ibumu', 'keterpurukan', 'hidup', 'kujawab', 'dptkan', 'ibumu', 'hadir', 'disaan', 'menjauh', 'meninggalkan', 'kusendri', 'hidupku']"
1365,fear,"['francey', 'terkejut', 'mendengarmu', 'meneriakinya', 'jiwanya', 'melompat', 'menonton', 'jumpscare', 'film', 'horror', 'wajah', 'francey', 'berubah', 'ngeri', 'wanita', 'disebelahnya']"
1366,fear,"['ge', 'percaya', 'istilah', 'indigo', 'teman', 'deket', 'indigo', 'planning', 'ja', 'bikin', 'heran', 'kaget', 'takut']"
1367,love,"['ku', 'ceritakan', 'kelak', 'anak', 'anak', 'cinta', 'inspirasi', 'sehabis', 'meeting', 'jakarta']"
1368,sadness,"['kakiku', 'beralaskan', 'setapak', 'tanah', 'kepalaku', 'beratapkan', 'langit', 'kelam', 'kekasih', 'sejati', 'kesunyian', 'kegelapan', 'kuinginkan']"
1369,happy,"['biar', 'pulpen', 'kenangan', 'ingatan', 'bertamu', 'bercerita', 'menulis', 'senyum', 'hilang', 'tawa', 'terima', 'kasih', 'mari', 'menutup', 'lagu']"
1370,sadness,"['puasa', 'tahun', 'berasa', 'khusunya', 'shalat', 'tarawih', 'ngaji', 'diitung', 'jari', 'kalinya', 'tahun', 'merasakan']"
1371,sadness,"['menamai', 'lupa', 'memaknai', 'memenangkan', 'enggan', 'menenangkan', 'mendewakan', 'mendewasakan', 'mencintai', 'gemar', 'mengintai', 'memutuskan', 'putus']"
1372,happy,"['model', 'halal', 'beli', 'order', 'pas', 'keliru', 'jujur', 'ndri', 'sotoy', 'ngalamin', 'jualan', 'pulsa', 'kuoat', 'internet', 'ribu', 'ketutup', 'ongkos', 'pp']"
1373,sadness,"['bully', 'sukanya', 'marah', 'dikejar', 'si', 'tukang', 'bully', 'tertangkap', 'badan', 'lelah', 'muncul', 'bulir', 'bulir', 'air', 'bercucuran']"
1374,sadness,"['terjebak', 'ujian', 'ujian', 'merindukanmu', 'kerinduan', 'menguji', 'bertindak', 'ku', 'menguras', 'hati']"
1375,fear,"[ , 'parah', 'liat', 'bolong', 'totol', 'bintik', 'polkadot', 'nangis', 'pusing', 'terngiang', 'kepala', 'geli', 'takut', 'pokoknya', 'liat']"
1376,love,"['dibulan', 'mensive', 'ramah', 'perhatian', 'pengertian', 'bat', 'nuntut', 'bikin', 'sayang', 'bat']"
1377,sadness,"['moment', 'pencitraan', 'postingan', 'ig', 'ngapus', 'posting', 'yaudah', 'deh', 'biarin', 'berusaha']"
1378,happy,"['tl', 'membahas', 'kuota', 'away', 'kemarin', 'ingget', 'waktu', 'away', 'nga', 'kuota', 'solo', 'nekat', 'berangkat', 'berangkat', 'asik', 'kuota', 'kasih', 'kuota', 'muga', 'cepat', 'ricuh']"
1379,sadness,"['pm', 'banging', 'jam', 'am', 'tidur', 'kebayang', 'waktu', 'qualify', 'time', 'bertiga', 'salah', 'alasan', 'rindu', 'pulang']"
1380,love,"['ciptaanmu', 'indah', 'seindah', 'kuinginkan', 'hati', 'berdoa', 'berdzikir', 'keindahan', 'terwujud', 'milikku']"
1381,anger,"['sebutan', 'pas', 'pasangan', 'muda', 'anak', 'tinggal', 'rumah', 'orangtua', 'cewek', 'anaknya', 'dijagain', 'ibunya', 'selagi', 'eh', 'pas', 'lebaran', 'ditinggal', 'rumah', 'mertua', 'solat', 'ied', 'sungkeman', 'semoga', 'pahala', 'dikasih', 'ibunya', 'woi', 'anaknya', 'sadar', 'kek']"
1382,fear,"[ , 'nasib', 'cash', 'back', 'rp', 'pending', 'informasi']"
1383,sadness,"['sepenanggungan', 'meninggalnya', 'ramona', 'sari', 'sejawat', 'aktivis', 'salah', 'pejuang', 'tangguh',  , 'hak', 'kesehatan', 'seksual', 'reproduksi', 'perempuan', 'indonesia', 'semoga', 'maha', 'berkenan', 'memeluk', 'pulang', 'tuhan', 'tuhan', 'mengambil']"
1384,love,"['ku', 'nantikan', 'malam', 'melelapkan', 'tidurmu', 'sebelahku', 'ku', 'bacakan', 'puisi', 'cinta', 'terlelap', 'cintaku']"
1385,love,"['mencintaimu', 'setulus', 'hati', 'mengarungi', 'lautan', 'cinta', 'suci', 'menduakanmu', 'terpisah', 'jarak', 'perbedaan']"
1386,sadness,"['tersesat', 'belajar', 'teori', 'sosial', 'dikasih', 'angka', 'rumus', 'bikin', 'nyaman', 'jatuhnya', 'tertinggal', 'kelas']"
1387,happy,"['senang', 'deh', 'baca', 'tweet', 'mantan', 'pa', 'konglomerat', 'si', 'pramugari', 'viral', 'ngetweet', 'pengalaman', 'kacung', 'kampret', 'bertahun', 'pangkat', 'ubah', 'level', 'doanng', 'cungpret', 'lv', 'lv']"
1388,sadness,"['allah', 'engkau', 'sakit', 'hati', 'sembuhkanlah', 'allah']"
1389,happy,"['happy', 'birth', 'day', 'muhammad', 'yazid', 'husain', 'ar', 'rozi']"
1390,fear,"[ , 'laut', 'taukan', 'gimana', 'konconya', 'hiu', 'megalodon', 'hidup', 'visualisasi', 'creepy', 'setan', 'jenis', 'apapun', 'merinding', 'liat', 'gambarnya']"
1391,sadness,"['hibur', 'tolong', 'hibur', 'justin', 'astaga', 'berharap', 'kemarin', 'rumor', 'berharap', 'hailey', 'perempuannya', 'faktanya', 'tunangan']"
1392,happy,"['sehari', 'betah', 'repot', 'terima', 'kasih', 'cakleg',  , 'rumahnya', 'singgah', 'menyenangkan']"
1393,happy,"['mencocokkan', 'jadwal', 'setelahnya', 'besok', 'ujian', 'jam', 'mba', 'yuyun', 'beliau', 'alhamdulillah', 'allah', 'leganya', 'reschedule', 'fix', 'salim', 'tangan', 'si', 'berterimakasih', 'bangetlah']"
1394,fear,"['rlt', 'kuliah', 'jurusan', 'sastra', 'inggris', 'kasih', 'jurusan', 'belajar', 'sastra', 'inggris', 'takut', 'sesuai', 'kemampuan']"
1395,anger,"['menyakiti', 'ketik', 'mas', 'kangen', 'dijawabnya', 'emot', 'terbahak-bahak', 'menit', 'check', 'online', 'kelanjutan', 'ky', 'hantam', 'pentir', 'mending', 'diam']"
1396,anger,"['ah', 'eyang', 'pelit', 'carin', 'istri', 'tujuh']"
1397,sadness,"['membohongi', 'mempercayai', 'percaya', 'berbohong', 'pertanyaannya', 'lugu', 'gimana', 'kak', 'bohong']"
1398,anger,"[ , 'akui', 'jago', 'komentator', 'analis', 'bal', 'balan', 'salah', 'terbaik', 'nalar', 'logikanya', 'harrasment', 'via', 'vallen', 'dangkal', 'picik', 'memalukan']"
1399,love,"['wanita', 'makhluk', 'lembut', 'mengajarinya', 'sewajarnya', 'kelembutan', 'tidur', 'memeluknya', 'mengajarinya', 'beritahu', 'belaian', 'kasih', 'sayang']"
1400,fear,"[ , 'trend', 'permintaan', 'pasar', 'diriku', 'influencer', 'karen', 'suka', 'main', 'game', 'influence', 'beli', 'game', 'original', 'takut', 'bicara', 'kamera']"
1401,anger,"['rangorang', 'suci', 'kehidupan', 'intinya', 'gini', 'nyebur', 'got', 'got', 'kek', 'gimana', 'kenal', 'berbeda']"
1402,love,"['bangsa', 'bangsa', 'cinta', 'muslim', 'dicintai', 'peduli', 'saudara', 'saudaranya', 'dimana', 'indonesia', 'paletina', 'suriah', 'rohingya']"
1403,happy,"['laskar', 'matahari', 'meramaikan', 'event', 'team', 'circus', 'team', 'kota', 'solo', 'see', 'you', 'siang',  ]"
1404,fear,"['rlt', 'sengaja', 'kontak', 'cowok', 'asing', 'sinisin', 'muka', 'jutek', 'takut', 'diliatin', 'cap', 'cewek', 'sombong']"
1405,anger,"[ ,  , 'ditangani', 'malak', 'bilang', 'bonek', 'dipukuli', 'the', 'jak', 'cerita', 'dipukuli', 'bonek', 'membelanya', 'beramai', 'ramai', 'ribut', 'teman', 'temannya', 'berkabar', 'bilang', 'bonek', 'diserang', 'theja']"
1406,sadness,"['ikhlaskan', 'menghujat', 'menyakitimu', 'memakai', 'ayat', 'pembenaran', 'tindakannya', 'pakai', 'ayat', 'ayat', 'tuhan', 'focus', 'memperbaiki']"
1407,anger,"['survey', 'cewek', 'bilang', 'cowok', 'omonganya', 'pegang', 'mitos', 'gaes', 'si', 'cewek', 'pegang', 'omongannya', 'coba', 'survey', 'berbeda', 'ku']"
1408,sadness,"['usia', 'th', 'muda', 'kaku', 'belajar', 'sadar', 'terlambat', 'atlet', 'hobby', 'urus', 'organisasi', 'pembinaan', 'olahraga', 'olahraga', 'medium', 'komunikasi', 'bandung', 'bicara', 'kebhinekaan']"
1409,love,"['maha', 'cinta', 'sandingkanlah', 'jiwa', 'pilihan', 'mu', 'kebaikanku', 'baikkanlah', 'baikkanlah']"
1410,anger,"['vedevah', 'kartu', 'multi', 'trip', 'penggunaannya', 'ngapain', 'isi', 'saldo', 'kmt', 'tap', 'suruh', 'beli', 'kartu', 'thb', 'etann']"
1411,love,"['menangis', 'merengek', 'boneka', 'mainan', 'mama', 'menatapmu', 'iba', 'papa', 'beli']"
1412,sadness,"['kangen', 'ajar', 'privat', 'kangen', 'ajar', 'tpq', 'kangen', 'rapat', 'jam', 'pagi', 'kangen', 'agenda', 'menginap', 'sabtu', 'minggu', 'yea', 'my', 'life', 'so', 'flat', 'now', 'maybe', 'need', 'cheetos']"
1413,happy,"['pencitraan', 'ah', 'grup', 'angkatan', 'gtau', 'wkwkkw', 'tenang', 'temund', 'males', 'digrup', 'angkatan', 'takut', 'dicuekin']"
1414,fear,"['pin', 'blan', 'juni', 'pertandingan', 'bulutangkis', 'rw', 'cewek', 'ky']"
1415,happy,"['lingkungan', 'berisi', 'hebat', 'menyadarkan', 'betapa', 'upgrade', 'out', 'standing', 'salah', 'satunya', 'duta', 'bahasa', 'kemampuan', 'wow']"
1416,sadness,"[ , 'iya', 'kak', 'waktu', 'setahun', 'skip', 'minum', 'obat', 'saran', 'keluarganya', 'pengobatan', 'alternatif', 'dukun', 'parah', 'pas', 'rs', 'jiwa', 'berobat', 'ketahuan', 'skizo']"
1417,fear,"['ngeri', 'pemilik',  , 'mobil', 'diam', 'akinya', 'jatuh', 'mobil', 'terbakar', 'terios', 'mertua', 'dicheck', 'gini', 'takut', 'terrbakar', 'pas', 'diparkir', 'diam']"
1418,anger,"[ , 'maaf', 'paket', 'butuh', 'ngejar', 'keberangkatan', 'kemarin', 'gempol', 'ko', 'pasuruan', 'kota']"
1419,love,"['semangat', 'sayang', 'menunggu', 'anak', 'lahir', 'ahahahhaha',  ]"
1420,fear,"['jujur', 'takut', 'ngejalanin', 'smkin', 'takut', 'nangis', 'setakut', 'kek', 'jalaninnya', 'yaa', 'mundur', 'jalan', 'terbaik']"
1421,anger,"['perasaan', 'bank', 'surat', 'kuasa', 'dicabut', 'pemberi', 'kuasa', 'fine', 'deh', 'kesyel', 'si', 'user', 'pakai', 'bri', 'hhrrggh']"
1422,anger,"['bikin', 'kesal', 'saudara', 'untung', 'opname']"
1423,love,"['ku', 'lakukan', 'dasar', 'cinta', 'mu', 'kekasih', 'ku']"
1424,sadness,"['national', 'monument', 'monas', 'bejarak', 'sekian', 'ratus', 'meter', 'kantor', 'menyentuh', 'dinding', 'pagarnya']"
1425,anger,"['hati', 'kecewa', 'sakit', 'hati', 'blok', 'ehm', 'harap', 'kenal', 'dm', 'ribuan', 'ladenin', 'tahunya', 'kenal', 'rasain', 'chat', 'buka', 'buka', 'balas']"
1426,fear,"['ketakuan', 'tersendiri', 'liat', 'recent', 'update', 'line', 'takut', 'tbtb', 'oramg', 'gantiin', 'posisi', 'ava', 'status']"
1427,sadness,"[ , 'ignore', 'block', 'bentuk', 'pembiaran', 'pelecehan', 'seksual', 'langkah', 'terbaik', 'diam', 'seakan', 'diam', 'pelaku', 'berbuat', 'kaya', 'such', 'logic']"
1428,sadness,"['malam', 'mrasa', 'kangen', 'berjalan', 'memegang', 'tangannya', 'memeluknya', 'kangen', 'menangis', 'pundaknya', 'tinggalkan', 'god', 'please', 'tell', 'him']"
1429,anger,"[ ,  ,  ,  ,  , 'ahy', 'pasangan', 'kalah', 'nilai', 'jual', 'ahy', 'rendah']"
1430,sadness,"['pagi', 'faedah', 'keluh', 'perihal', 'apapun', 'perjalanan', 'kereta', 'sebegitunya', 'keras', 'sedih', 'akutuh']"
1431,sadness,"['merasakan', 'duit', 'dompet', 'tinggal', 'ribu', 'atm', 'tinggal', 'diambil', 'saldo', 'miskin', 'yawla']"
1432,sadness,"[ ,  ,  ,  , 'allahu', 'ana', 'dimana', 'ana', 'hidup', 'khalifah', 'ala', 'manhaj', 'nubuwah', 'seperangkat', 'aturan', 'syariat', 'allah', 'kaffah']"
1433,anger,"['susahnya', 'mengapresiasi', 'dilakuin', 'oranglain', 'kasih', 'hak', 'waktu', 'gapnya', 'kebutuhan', 'giliran', 'kerjaan', 'no', 'ijin', 'libur', 'ae', 'dihajar', 'ketjewalah']"
1434,sadness,"['chat', 'save', 'nomor', 'ganti', 'nomor', 'pas', 'ultah', 'sedih', 'ruangan', 'ujian', 'it', 'jam', 'campur', 'aduk', 'salting', 'duluan']"
1435,anger,"['nonton', 'video', 'bullying', 'coba', 'cari', 'dehh', 'tuh', 'examplenya', 'bilang', 'jelek', 'deh', 'ush', 'pitam', 'balas', 'yes', 'am', 'worthless', 'human', 'being', 'thanks', 'for', 'reminding', 'me', 'that', 'dijamin', 'mingkem']"
1436,happy,"['habis', 'buka', 'facebook', 'thinking', 'teman', 'teman', 'kenal', 'teman', 'sd', 'pas', 'jaman', 'kuliah', 'kesibukan', 'senang', 'lihatnya', 'feeling', 'very', 'grateful', 'have', 'live', 'in', 'this', 'life', 'alhamdulillah']"
1437,anger,"[ ,  , 'bicara', 'brengsek', 'bicara', 'gini', 'lembaga', 'terhormat', 'terhina', 'disusupi',  ]"
1438,love,"['berbeda', 'kepercayaan', 'athaya', 'mencintainya', 'kartika', 'bertajuk', 'hawa', 'cinta', 'kelaminnya', 'cinta', 'hatinya']"
1439,sadness,"['berjuang', 'cinta', 'mesti', 'dianya', 'enggaa']"
1440,fear,"['patut', 'buka', 'hati', 'terima', 'takut', 'at', 'the', 'end', 'berubah', 'hati', 'angin', 'deh', 'tup', 'jeng', 'we', 're', 'not', 'meant', 'to', 'be', 'together']"
1441,happy,"['alhamdulillah', 'kumpul', 'sayang', 'semoga', 'ad', 'waktu', 'mempertemukan', 'amin', 'indramayu']"
1442,love,"['selamat', 'menetas', 'bulat', 'versi', 'korea', 'kuh', 'exols', 'sayang', 'hu', 'bulat']"
1443,sadness,"['dek', 'kirimkan', 'foto', 'adik', 'berdua', 'abang', 'umi', 'post', 'story', 'ngirim', 'klik', 'story', 'umi', 'lhah', 'muka', 'ku', 'dicrop']"
1444,sadness,"['mengalami', 'sulit', 'gelap', 'rentan', 'perpisahan', 'bertahan', 'memisahkan', 'except', 'allah']"
1445,fear,"['dilema', 'testing', 'prod', 'version', 'prod', 'environment', 'mesti', 'downtime', 'takut', 'ganggu', 'operasional', 'aplikasi', 'eksisting', 'jalan', 'bikin', 'data', 'kotor']"
1446,love,"['liat', 'dengerin', 'seksama', 'nissa', 'sabyan', 'daun', 'asli', 'rusak', 'rusaknya', 'suara', 'flawless', 'bening', 'kaya', 'gelas', 'beling', 'abis', 'dicuci', 'pakai', 'unlight', 'bersih', 'bersinar', 'deh', 'heran']"
1447,fear,"['bb', 'maaf', 'oot', 'kemarin', 'malam', 'chat', 'bertengkar', 'pacar', 'bilang', 'udahan', 'maki', 'balesnya', 'ngechat', 'putus', 'terima kasih']"
1448,happy,"['self', 'titled', 'bin', 'idris', 'mas', 'haikal', 'cs', 'jago', 'bikin', 'ambience', 'nada', 'sigmun', 'album', 'kaget', 'lagunya', 'ambience', 'mv', 'persis', 'bayangin', 'pas', 'dengar', 'lagunya', 'keren', 'suka', 'lagu', 'wangi', 'calm', 'water', 'rebahan']"
1449,anger,"['ngatain', 'bencong', 'terserah', 'bencong', 'lupa', 'ngewe', 'giliran', 'ngeladenin', 'bilang', 'bencong', 'ehm', 'kasihan', 'hidup']"
1450,anger,"['pelajaran', 'pemain', 'bola', 'biar', 'sembarangan', 'perempuan', 'berasa', 'kontol', 'bagus', 'dunya', 'kalyan', 'sebebas', 'perempuan', 'tolak', 'speak', 'up', 'dilecehkan', 'kalyan']"
1451,fear,"['allah', 'ngeri', 'tadu', 'brusan', 'sawa', 'ukuran', 'pipa', 'pralon', 'tutupin', 'pintu', 'tkt', 'badannya', 'elastis']"
1452,happy,"['abis', 'sahur', 'sembahyang', 'subuh', 'balek', 'tidur', 'bangun', 'jam', 'ruangan', 'jam', 'menit', 'sptinya', 'mengapresiasi', 'mandi', 'seragaman', 'pakai', 'bedak', 'gincu', 'berjalan', 'waktu', 'menit']"
1453,sadness,"['sayang', 'kecuali', 'anak', 'psikologi', 'bbrpa', 'penjurusan', 'psikologinya', 'banter', 'ambil', 'psikologi', 'sdm', 'ambil', 'psikologi', 'klinis', 'belajar', 'psikologi', 'klinis', 'basic', 'psikologi']"
1454,anger,"[ ,  , 'kak', 'menyebut', 'nitijen', 'dalamnya', 'bukber', 'in', 'this', 'economy']"
1455,anger,"[ ,  , 'gimane', 'berani', 'komen', 'bicara', 'kek', 'pancasila', 'waktu', 'bicara', 'pancasila', 'mabuk', 'ato', 'bicara', 'liat', 'teks', 'anak', 'muda', 'optimis', 'hek', 'anak', 'muda', 'kehilangan', 'urat', 'malu', 'iye', 'https']"
1456,happy,"['jalan', 'jalan', 'cari', 'suasana', 'pengetahuan', 'menikmati', 'alam']"
1457,happy,"['tengah', 'semoga', 'harimu', 'menyenangkan', 'semangat']"
1458,love,"['papa', 'mama', 'menelpon', 'keadaanmu', 'tahukah', 'papa', 'mama', 'menelpon']"
1459,sadness,"['sedari', 'idung', 'meler', 'waktu', 'terawih', 'tenggorokan', 'sakit', 'yaps', 'memakan', 'mencair', 'hehehe']"
1460,fear,"['viralkan', 'oposisi', 'nyinyir', 'kejang', 'sakit', 'jantung', 'sakit', 'hatinya', 'kronis', 'sulit', 'disembuhkan']"
